,0,1,2
376,"Rangkuman Covid: Data Kemenkes Bocor, Parpol Dijatah Vaksin","CNN Indonesia | Selasa, 31/08/2021 18:18 WIB",https://www.cnnindonesia.com/nasional/20210831180602-20-687977/rangkuman-covid-data-kemenkes-bocor-parpol-dijatah-vaksin
377,"Data Bansos Sleman Semrawut, Warga Meninggal Masih Terdaftar","CNN Indonesia | Selasa, 31/08/2021 18:12 WIB",https://www.cnnindonesia.com/nasional/20210831170117-20-687938/data-bansos-sleman-semrawut-warga-meninggal-masih-terdaftar
378,Varian Baru Covid-19 C.1.2 Terdeteksi di Afrika Selatan,"CNN Indonesia | Selasa, 31/08/2021 18:06 WIB",https://www.cnnindonesia.com/internasional/20210831141328-127-687823/varian-baru-covid-19-c12-terdeteksi-di-afrika-selatan
379,Satgas Optimis PPKM Tekan Penularan Covid Hingga 5 Persen,"CNN Indonesia | Selasa, 31/08/2021 18:01 WIB",https://www.cnnindonesia.com/nasional/20210831171853-20-687948/satgas-optimis-ppkm-tekan-penularan-covid-hingga-5-persen
380,Jatim Sumbang Kematian dan Positif Covid Tertinggi Hari Ini,"CNN Indonesia | Selasa, 31/08/2021 17:54 WIB",https://www.cnnindonesia.com/nasional/20210831174222-20-687960/jatim-sumbang-kematian-dan-positif-covid-tertinggi-hari-ini
381,Ortu dan Siswa Sambut Baik PTM Terbatas di Jakarta,"Kemendikbud,  CNN Indonesia | Selasa, 31/08/2021 17:41 WIB",https://www.cnnindonesia.com/nasional/20210831173823-25-687957/ortu-dan-siswa-sambut-baik-ptm-terbatas-di-jakarta
382,"Cegah Covid-19, Ada 8 Benda yang Wajib Dibawa Saat WFO","CNN Indonesia | Selasa, 31/08/2021 17:33 WIB",https://www.cnnindonesia.com/gaya-hidup/20210831165746-255-687934/cegah-covid-19-ada-8-benda-yang-wajib-dibawa-saat-wfo
383,VIDEO: Jokowi: Vaksinasi Secara Massif  Ke Pelajar dan Santri,"CNN Indonesia TV, CNN Indonesia | Selasa, 31/08/2021 17:20 WIB",https://www.cnnindonesia.com/tv/20210831161239-407-687908/video-jokowi-vaksinasi-secara-massif-ke-pelajar-dan-santri
384,"Kasus Positif Bertambah 10.534, Kematian 532","CNN Indonesia | Selasa, 31/08/2021 17:09 WIB",https://www.cnnindonesia.com/nasional/20210831142242-20-687826/kasus-positif-bertambah-10534-kematian-532
385,"AXA Mandiri Cairkan Klaim Rp4,25 M Buat 170 Nakes Gugur","AXA Mandiri,  CNN Indonesia | Selasa, 31/08/2021 17:08 WIB",https://www.cnnindonesia.com/ekonomi/20210831170607-83-687942/axa-mandiri-cairkan-klaim-rp425-m-buat-170-nakes-gugur
386,Industri Otomotif Jepang Surut Dihantam Covid-19,"CNN Indonesia | Selasa, 31/08/2021 16:33 WIB",https://www.cnnindonesia.com/teknologi/20210831133004-384-687797/industri-otomotif-jepang-surut-dihantam-covid-19
387,"Garuda Indonesia Rugi Rp12,8 T pada Semester I 2021","CNN Indonesia | Selasa, 31/08/2021 16:21 WIB",https://www.cnnindonesia.com/ekonomi/20210831152636-92-687877/garuda-indonesia-rugi-rp128-t-pada-semester-i-2021
388,"Juliari Tak Ajukan Banding, KPK Eksekusi Vonis 12 Tahun","CNN Indonesia | Selasa, 31/08/2021 16:12 WIB",https://www.cnnindonesia.com/nasional/20210831160518-12-687905/juliari-tak-ajukan-banding-kpk-eksekusi-vonis-12-tahun
389,"PPHN, Jokowi, dan Harga Mati Pemindahan Ibu Kota Negara","CNN Indonesia | Selasa, 31/08/2021 15:56 WIB",https://www.cnnindonesia.com/nasional/20210831142454-32-687849/pphn-jokowi-dan-harga-mati-pemindahan-ibu-kota-negara
390,Pemerintah Bentuk Satgas Prokes Fasilitas Publik,"BNPB,  CNN Indonesia | Selasa, 31/08/2021 15:51 WIB",https://www.cnnindonesia.com/nasional/20210831154917-25-687887/pemerintah-bentuk-satgas-prokes-fasilitas-publik
391,"Testing Makin Rendah, Kemenkes Persilakan Publik Tanya Pemda","CNN Indonesia | Selasa, 31/08/2021 15:19 WIB",https://www.cnnindonesia.com/nasional/20210831083402-20-687624/testing-makin-rendah-kemenkes-persilakan-publik-tanya-pemda
392,Kronologi Dugaan Kebocoran Data eHAC Kemenkes,"CNN Indonesia | Selasa, 31/08/2021 15:17 WIB",https://www.cnnindonesia.com/teknologi/20210831143151-185-687836/kronologi-dugaan-kebocoran-data-ehac-kemenkes
393,Kapolri Lantik Kapolda Sumsel Baru Pengganti Irjen Eko Indra,"CNN Indonesia | Selasa, 31/08/2021 15:13 WIB",https://www.cnnindonesia.com/nasional/20210831150045-12-687859/kapolri-lantik-kapolda-sumsel-baru-pengganti-irjen-eko-indra
394,Puan Komentari 79 Perkara UU Digugat ke MK Selama 2020-2021,"CNN Indonesia | Selasa, 31/08/2021 14:53 WIB",https://www.cnnindonesia.com/nasional/20210831135046-32-687809/puan-komentari-79-perkara-uu-digugat-ke-mk-selama-2020-2021
395,Penumpang Kereta Api Naik 20 Persen Saat PPKM Level 3,"CNN Indonesia | Selasa, 31/08/2021 14:40 WIB",https://www.cnnindonesia.com/ekonomi/20210831135603-92-687819/penumpang-kereta-api-naik-20-persen-saat-ppkm-level-3
396,Demokrat Cecar Menag Diseminasi Pembatalan Haji Capai Rp21 M,"CNN Indonesia | Selasa, 31/08/2021 14:31 WIB",https://www.cnnindonesia.com/nasional/20210830182420-32-687478/demokrat-cecar-menag-diseminasi-pembatalan-haji-capai-rp21-m
397,Pemerintah Pastikan Dampingi Pekerja Difabel di Masa Pandemi,"Kominfo,  CNN Indonesia | Selasa, 31/08/2021 14:11 WIB",https://www.cnnindonesia.com/nasional/20210831140230-25-687818/pemerintah-pastikan-dampingi-pekerja-difabel-di-masa-pandemi
398,Jokowi Disebut Tak 'Ngoyo' Pindahkan Ibu Kota Negara,"CNN Indonesia | Selasa, 31/08/2021 14:07 WIB",https://www.cnnindonesia.com/nasional/20210831133822-32-687804/jokowi-disebut-tak-ngoyo-pindahkan-ibu-kota-negara
399,Daftar Bansos yang Bakal Cair di September 2021,"CNN Indonesia | Selasa, 31/08/2021 14:02 WIB",https://www.cnnindonesia.com/ekonomi/20210831133812-532-687803/daftar-bansos-yang-bakal-cair-di-september-2021
400,"Parpol dan Ormas Dapat Jatah Vaksin, Satgas Buka Suara","khr,  CNN Indonesia | Selasa, 31/08/2021 13:43 WIB",https://www.cnnindonesia.com/nasional/20210831130719-20-687786/parpol-dan-ormas-dapat-jatah-vaksin-satgas-buka-suara
401,"Penerjemah Bermasalah, AS Tunda Sidang Otak Bom Bali Hambali","CNN Indonesia | Selasa, 31/08/2021 13:41 WIB",https://www.cnnindonesia.com/internasional/20210831130906-134-687789/penerjemah-bermasalah-as-tunda-sidang-otak-bom-bali-hambali
402,Mobil Otonom Toyota Aktif Lagi Usai Tabrak Atlet Paralimpiade,"CNN Indonesia | Selasa, 31/08/2021 13:37 WIB",https://www.cnnindonesia.com/teknologi/20210831123917-389-687775/mobil-otonom-toyota-aktif-lagi-usai-tabrak-atlet-paralimpiade
403,Cerita Zulhas Diundang Ikut Pertemuan Jokowi-Parpol Koalisi,"CNN Indonesia | Selasa, 31/08/2021 13:37 WIB",https://www.cnnindonesia.com/nasional/20210831132640-32-687796/cerita-zulhas-diundang-ikut-pertemuan-jokowi-parpol-koalisi
404,Polri Selidiki Kasus Dugaan Kebocoran Data eHAC Kemenkes,"CNN Indonesia | Selasa, 31/08/2021 13:30 WIB",https://www.cnnindonesia.com/nasional/20210830212958-12-687536/polri-selidiki-kasus-dugaan-kebocoran-data-ehac-kemenkes
405,"Kominfo: 32,8 Juta Penduduk Indonesia Unduh PeduliLindungi","KPCPEN,  CNN Indonesia | Selasa, 31/08/2021 13:11 WIB",https://www.cnnindonesia.com/teknologi/20210831130829-190-687787/kominfo-328-juta-penduduk-indonesia-unduh-pedulilindungi
406,VIDEO: Persiapan Perkuliahan Tatap Muka Mahasiswa,"CNN Indonesia TV, CNN Indonesia | Selasa, 31/08/2021 13:05 WIB",https://www.cnnindonesia.com/tv/20210831125546-405-687784/video-persiapan-perkuliahan-tatap-muka-mahasiswa
407,"VIDEO: Penanganan Covid-19 Berbasis Aplikasi ""Pedulilindungi""","CNN Indonesia TV, CNN Indonesia | Selasa, 31/08/2021 12:54 WIB",https://www.cnnindonesia.com/tv/20210831125141-405-687781/video-penanganan-covid-19-berbasis-aplikasi-pedulilindungi
408,VIDEO: Jumlah Kasus Covid-19 Nasional Terus Menurun,"CNN Indonesia TV, CNN Indonesia | Selasa, 31/08/2021 12:51 WIB",https://www.cnnindonesia.com/tv/20210831124948-405-687780/video-jumlah-kasus-covid-19-nasional-terus-menurun
409,Menkeu Ungkap Tak Semua Negara Bisa Rebound Usai Kontraksi,"CNN Indonesia | Selasa, 31/08/2021 12:47 WIB",https://www.cnnindonesia.com/ekonomi/20210831123100-532-687765/menkeu-ungkap-tak-semua-negara-bisa-rebound-usai-kontraksi
410,Jokowi Minta Vaksinasi Besar-besaran untuk Pelajar dan Santri,"CNN Indonesia | Selasa, 31/08/2021 12:45 WIB",https://www.cnnindonesia.com/nasional/20210831123126-20-687766/jokowi-minta-vaksinasi-besar-besaran-untuk-pelajar-dan-santri
411,Puan Maharani: 10 Anggota DPR Meninggal Akibat Covid,"CNN Indonesia | Selasa, 31/08/2021 12:39 WIB",https://www.cnnindonesia.com/nasional/20210831115238-32-687745/puan-maharani-10-anggota-dpr-meninggal-akibat-covid
412,"Bersama Kecap ABC, Perspektif Kesetaraan Gender dari Dapur","Heinz ABC,  CNN Indonesia | Selasa, 31/08/2021 12:28 WIB",https://www.cnnindonesia.com/gaya-hidup/20210831122703-267-687761/bersama-kecap-abc-perspektif-kesetaraan-gender-dari-dapur
413,Peran Pria dalam Kesetaraan Gender Bersama Kecap ABC,"Heinz ABC,  CNN Indonesia | Selasa, 31/08/2021 12:26 WIB",https://www.cnnindonesia.com/gaya-hidup/20210831122315-267-687760/peran-pria-dalam-kesetaraan-gender-bersama-kecap-abc
414,"Kesetaraan Gender Bareng Kecap ABC, Pria Perlu Turun ke Dapur","Heinz ABC,  CNN Indonesia | Selasa, 31/08/2021 12:22 WIB",https://www.cnnindonesia.com/gaya-hidup/20210831122056-267-687759/kesetaraan-gender-bareng-kecap-abc-pria-perlu-turun-ke-dapur
415,Kesetaraan Gender Perlu Ditanamkan Sejak dari Keluarga,"Heinz ABC,  CNN Indonesia | Selasa, 31/08/2021 12:20 WIB",https://www.cnnindonesia.com/gaya-hidup/20210831121620-267-687758/kesetaraan-gender-perlu-ditanamkan-sejak-dari-keluarga
416,Kemenkes Duga Kebocoran Data Warga di eHAC Diduga dari Vendor,"CNN Indonesia | Selasa, 31/08/2021 12:15 WIB",https://www.cnnindonesia.com/nasional/20210831120932-20-687755/kemenkes-duga-kebocoran-data-warga-di-ehac-diduga-dari-vendor
417,Semangat Kesetaraan Gender di Dapur Bersama Kecap ABC,"Heinz ABC,  CNN Indonesia | Selasa, 31/08/2021 12:14 WIB",https://www.cnnindonesia.com/gaya-hidup/20210831121226-267-687756/semangat-kesetaraan-gender-di-dapur-bersama-kecap-abc
418,VIDEO: Selandia Baru Terus Catat Kenaikan Kasus Varian Delta,"CNN,  CNN Indonesia | Selasa, 31/08/2021 12:10 WIB",https://www.cnnindonesia.com/internasional/20210830135431-117-687313/video-selandia-baru-terus-catat-kenaikan-kasus-varian-delta
419,"Tampilan Baru, DANA 2.0 Optimalisasi Transaksi #BebasDrama","DANA,  CNN Indonesia | Selasa, 31/08/2021 12:10 WIB",https://www.cnnindonesia.com/ekonomi/20210831120135-97-687751/tampilan-baru-dana-20-optimalisasi-transaksi-bebasdrama
420,RS Polri Siapkan Pengembalian Yahya Waloni ke Bareskrim,"CNN Indonesia | Selasa, 31/08/2021 12:00 WIB",https://www.cnnindonesia.com/nasional/20210831114800-12-687741/rs-polri-siapkan-pengembalian-yahya-waloni-ke-bareskrim
421,Fitra: Wamen Tak Layak Terima Uang Penghargaan Rp580 Juta,"CNN Indonesia | Selasa, 31/08/2021 11:26 WIB",https://www.cnnindonesia.com/nasional/20210831110121-20-687722/fitra-wamen-tak-layak-terima-uang-penghargaan-rp580-juta
422,Tips Membuat Anak Mau Vaksin Covid-19 dari Psikolog,"CNN Indonesia | Selasa, 31/08/2021 11:20 WIB",https://www.cnnindonesia.com/gaya-hidup/20210831103124-277-687693/tips-membuat-anak-mau-vaksin-covid-19-dari-psikolog
423,Tito Tegur 10 Kepala Daerah Belum Membayar Insentif Nakes,"CNN Indonesia | Selasa, 31/08/2021 11:11 WIB",https://www.cnnindonesia.com/nasional/20210831110454-20-687707/tito-tegur-10-kepala-daerah-belum-membayar-insentif-nakes
424,Lalin DKI Ramai Lancar Hari Pertama Perpanjangan PPKM Level 3,"CNN Indonesia | Selasa, 31/08/2021 11:01 WIB",https://www.cnnindonesia.com/nasional/20210831102839-20-687692/lalin-dki-ramai-lancar-hari-pertama-perpanjangan-ppkm-level-3
425,"Vaksinasi Tahap 1 Baru Capai 29,5 Persen Target","CNN Indonesia | Selasa, 31/08/2021 10:44 WIB",https://www.cnnindonesia.com/nasional/20210831104138-20-687697/vaksinasi-tahap-1-baru-capai-295-persen-target
426,"VIDEO: Pemuda Sukses Ternak ""Bearded Dragon""","CNN Indonesia TV, CNN Indonesia | Selasa, 31/08/2021 10:15 WIB",https://www.cnnindonesia.com/tv/20210831101251-434-687681/video-pemuda-sukses-ternak-bearded-dragon
427,Vaksinasi Covid-19 TelkomGroup Jangkau 100 Persen Karyawan,"Telkom,  CNN Indonesia | Selasa, 31/08/2021 10:13 WIB",https://www.cnnindonesia.com/ekonomi/20210831100951-97-687680/vaksinasi-covid-19-telkomgroup-jangkau-100-persen-karyawan
428,Jokowi Kembali Minta Warga Segera Vaksinasi Covid-19,"CNN Indonesia | Selasa, 31/08/2021 10:10 WIB",https://www.cnnindonesia.com/nasional/20210831100611-20-687678/jokowi-kembali-minta-warga-segera-vaksinasi-covid-19
429,Lika-Liku Formula E Berujung Usul Interpelasi untuk Anies,"CNN Indonesia | Selasa, 31/08/2021 09:52 WIB",https://www.cnnindonesia.com/nasional/20210831093248-20-687668/lika-liku-formula-e-berujung-usul-interpelasi-untuk-anies
430,"Realisasi PEN Baru Rp340,8 T, 45,8 Persen dari Target","CNN Indonesia | Selasa, 31/08/2021 09:30 WIB",https://www.cnnindonesia.com/ekonomi/20210830202933-532-687515/realisasi-pen-baru-rp3408-t-458-persen-dari-target
431,Hari Ini Terakhir Bisa Beli Mobil Baru PPnBM 100 Persen,"CNN Indonesia | Selasa, 31/08/2021 09:30 WIB",https://www.cnnindonesia.com/teknologi/20210831081000-384-687611/hari-ini-terakhir-bisa-beli-mobil-baru-ppnbm-100-persen
432,Cara Mudah Cek Sertifikat Vaksin di PeduliLindungi,"CNN Indonesia | Selasa, 31/08/2021 09:15 WIB",https://www.cnnindonesia.com/teknologi/20210824165506-190-684731/cara-mudah-cek-sertifikat-vaksin-di-pedulilindungi
433,Forum Warga DKI: Anies Bisa Digugat soal Gelaran Formula E,"CNN Indonesia | Selasa, 31/08/2021 09:15 WIB",https://www.cnnindonesia.com/nasional/20210831062905-20-687574/forum-warga-dki-anies-bisa-digugat-soal-gelaran-formula-e
434,Rupiah Terangkat ke Rp14.345 Karena Kasus Covid-19 Menurun,"CNN Indonesia | Selasa, 31/08/2021 09:11 WIB",https://www.cnnindonesia.com/ekonomi/20210831085527-78-687642/rupiah-terangkat-ke-rp14345-karena-kasus-covid-19-menurun
435,Pakar Wanti-wanti Risiko Covid Saat PTM Jenjang 3-12 Tahun,"CNN Indonesia | Selasa, 31/08/2021 08:56 WIB",https://www.cnnindonesia.com/nasional/20210831061156-20-687567/pakar-wanti-wanti-risiko-covid-saat-ptm-jenjang-3-12-tahun
436,Riset: Belanja Warga Mulai Bangkit Seiring Pelonggaran PPKM,"CNN Indonesia | Selasa, 31/08/2021 08:50 WIB",https://www.cnnindonesia.com/ekonomi/20210830180633-532-687464/riset-belanja-warga-mulai-bangkit-seiring-pelonggaran-ppkm
437,Data Rakyat-Pejabat di Aplikasi eHAC Kemenkes Diduga Bocor,"CNN Indonesia | Selasa, 31/08/2021 08:41 WIB",https://www.cnnindonesia.com/teknologi/20210831081122-185-687622/data-rakyat-pejabat-di-aplikasi-ehac-kemenkes-diduga-bocor
438,Jokowi Tinjau Vaksinasi Door to Door di Cirebon dan Kuningan,"CNN Indonesia | Selasa, 31/08/2021 08:13 WIB",https://www.cnnindonesia.com/nasional/20210831080820-20-687610/jokowi-tinjau-vaksinasi-door-to-door-di-cirebon-dan-kuningan
439,"Covid di India Naik Lagi usai Festival Panen, Tembus 40 Ribu","CNN Indonesia | Selasa, 31/08/2021 07:59 WIB",https://www.cnnindonesia.com/internasional/20210831075542-113-687605/covid-di-india-naik-lagi-usai-festival-panen-tembus-40-ribu
440,Perpanjangan PPKM: Daerah Turun Level hingga Relaksasi Aturan,"CNN Indonesia | Selasa, 31/08/2021 07:28 WIB",https://www.cnnindonesia.com/nasional/20210831070554-20-687584/perpanjangan-ppkm-daerah-turun-level-hingga-relaksasi-aturan
441,Ahli Respons PPKM Jawa-Bali: Lonjakan Kasus di Depan Mata,"CNN Indonesia | Selasa, 31/08/2021 06:33 WIB",https://www.cnnindonesia.com/nasional/20210830203709-20-687517/ahli-respons-ppkm-jawa-bali-lonjakan-kasus-di-depan-mata
442,PPKM Terbaru: Belum Ada Perubahan Syarat Perjalanan,"CNN Indonesia | Selasa, 31/08/2021 06:26 WIB",https://www.cnnindonesia.com/ekonomi/20210830211935-92-687537/ppkm-terbaru-belum-ada-perubahan-syarat-perjalanan
443,Penurunan Kasus Covid-19 Bisa Bikin IHSG Kinclong Hari Ini,"CNN Indonesia | Selasa, 31/08/2021 06:15 WIB",https://www.cnnindonesia.com/ekonomi/20210831060902-92-687566/penurunan-kasus-covid-19-bisa-bikin-ihsg-kinclong-hari-ini
444,Mengulik Varian Virus Corona yang Bisa Sebabkan Badai Sitokin,"CNN Indonesia | Selasa, 31/08/2021 05:55 WIB",https://www.cnnindonesia.com/gaya-hidup/20210830124844-255-687267/mengulik-varian-virus-corona-yang-bisa-sebabkan-badai-sitokin
445,Wagub NTT Bantah Berkerumun dan Langgar Prokes di Acara TPAKD,"CNN Indonesia | Selasa, 31/08/2021 04:52 WIB",https://www.cnnindonesia.com/nasional/20210830215018-20-687542/wagub-ntt-bantah-berkerumun-dan-langgar-prokes-di-acara-tpakd
446,PKS: Pujian Koalisi ke Jokowi soal Pandemi Tak Sesuai Fakta,"CNN Indonesia | Selasa, 31/08/2021 04:34 WIB",https://www.cnnindonesia.com/nasional/20210830131613-32-687283/pks-pujian-koalisi-ke-jokowi-soal-pandemi-tak-sesuai-fakta
447,DKI Target 1.500 Sekolah Gelar PTM Pertengahan September,"CNN Indonesia | Selasa, 31/08/2021 01:50 WIB",https://www.cnnindonesia.com/nasional/20210830233418-20-687550/dki-target-1500-sekolah-gelar-ptm-pertengahan-september
448,"Kasus Aktif Melandai, PPKM Semarang Raya Turun ke Level 2","CNN Indonesia | Selasa, 31/08/2021 00:01 WIB",https://www.cnnindonesia.com/nasional/20210830221422-20-687546/kasus-aktif-melandai-ppkm-semarang-raya-turun-ke-level-2
449,"Velodrome Rawamangun Dibuka, Maksimal 750 Pengunjung","CNN Indonesia | Senin, 30/08/2021 23:50 WIB",https://www.cnnindonesia.com/nasional/20210830201907-20-687514/velodrome-rawamangun-dibuka-maksimal-750-pengunjung
450,Uni Eropa Depak AS dari Daftar Negara Aman Covid-19,"CNN Indonesia | Senin, 30/08/2021 23:21 WIB",https://www.cnnindonesia.com/internasional/20210830231542-134-687548/uni-eropa-depak-as-dari-daftar-negara-aman-covid-19
451,"5 Tips Bulan Madu di Rumah, 'Panas' dan Romantis","CNN Indonesia | Senin, 30/08/2021 22:30 WIB",https://www.cnnindonesia.com/gaya-hidup/20210824100155-284-684450/5-tips-bulan-madu-di-rumah-panas-dan-romantis
452,Jakarta Tak Termasuk Daerah Tingkat Tinggi Penularan Covid,"CNN Indonesia | Senin, 30/08/2021 21:47 WIB",https://www.cnnindonesia.com/nasional/20210830213946-20-687538/jakarta-tak-termasuk-daerah-tingkat-tinggi-penularan-covid
453,VIDEO: Pembelajaran Tatap Muka di 377 Sekolah Negeri Semarang,"Damar Sinuko,  CNN Indonesia | Senin, 30/08/2021 21:24 WIB",https://www.cnnindonesia.com/nasional/20210830190641-24-687494/video-pembelajaran-tatap-muka-di-377-sekolah-negeri-semarang
454,"Menkes: Vaksin Tak Buat Kita Kebal Covid, Tapi Cegah Masuk RS","CNN Indonesia | Senin, 30/08/2021 21:22 WIB",https://www.cnnindonesia.com/nasional/20210830205851-20-687526/menkes-vaksin-tak-buat-kita-kebal-covid-tapi-cegah-masuk-rs
455,VIDEO: Warga Selandia Baru Tewas karena Efek Langka Pfizer,"REUTERS & CNN,  CNN Indonesia | Senin, 30/08/2021 21:12 WIB",https://www.cnnindonesia.com/internasional/20210830155726-117-687397/video-warga-selandia-baru-tewas-karena-efek-langka-pfizer
456,Pemerintah Ungkap Penularan Covid Nasional Turun 90 Persen,"CNN Indonesia | Senin, 30/08/2021 21:08 WIB",https://www.cnnindonesia.com/nasional/20210830205809-20-687525/pemerintah-ungkap-penularan-covid-nasional-turun-90-persen
457,Buruh Sektor Kritikal Wajib Pakai PeduliLindungi 7 September,"CNN Indonesia | Senin, 30/08/2021 21:00 WIB",https://www.cnnindonesia.com/ekonomi/20210830203722-92-687518/buruh-sektor-kritikal-wajib-pakai-pedulilindungi-7-september
458,Kemnaker Perkuat Sinergi Ketenagakerjaan dengan Serikat Buruh,"Kemenaker,  CNN Indonesia | Senin, 30/08/2021 20:49 WIB",https://www.cnnindonesia.com/ekonomi/20210830204251-97-687522/kemnaker-perkuat-sinergi-ketenagakerjaan-dengan-serikat-buruh
459,Warga Kena Covid Kini Ditandai Warna Hitam di PeduliLindungi,"CNN Indonesia | Senin, 30/08/2021 20:42 WIB",https://www.cnnindonesia.com/nasional/20210830203213-20-687516/warga-kena-covid-kini-ditandai-warna-hitam-di-pedulilindungi
460,Pengusaha Respons Perpanjangan PPKM hingga 6 September,"CNN Indonesia | Senin, 30/08/2021 20:41 WIB",https://www.cnnindonesia.com/ekonomi/20210830180658-92-687465/pengusaha-respons-perpanjangan-ppkm-hingga-6-september
461,"Covid Melandai, Daerah PPKM Level 4 Luar Jawa-Bali Turun","CNN Indonesia | Senin, 30/08/2021 20:34 WIB",https://www.cnnindonesia.com/nasional/20210830195523-20-687508/covid-melandai-daerah-ppkm-level-4-luar-jawa-bali-turun
462,"Pelonggaran PPKM, Seluruh Pabrik Bisa Operasi 100 Persen","CNN Indonesia | Senin, 30/08/2021 20:27 WIB",https://www.cnnindonesia.com/ekonomi/20210830201715-92-687513/pelonggaran-ppkm-seluruh-pabrik-bisa-operasi-100-persen
463,"Masih PPKM Level 4, Jokowi Minta Penanganan Khusus di Bali","CNN Indonesia | Senin, 30/08/2021 20:17 WIB",https://www.cnnindonesia.com/nasional/20210830201021-20-687510/masih-ppkm-level-4-jokowi-minta-penanganan-khusus-di-bali
464,Luhut: Daerah Aglomerasi Yogya dan Bali Masih PPKM Level 4,"CNN Indonesia | Senin, 30/08/2021 19:57 WIB",https://www.cnnindonesia.com/nasional/20210830191352-20-687498/luhut-daerah-aglomerasi-yogya-dan-bali-masih-ppkm-level-4
465,Solo Raya dan Malang Raya Turun Jadi PPKM Level 3,"CNN Indonesia | Senin, 30/08/2021 19:38 WIB",https://www.cnnindonesia.com/nasional/20210830155845-20-687398/solo-raya-dan-malang-raya-turun-jadi-ppkm-level-3
466,PPKM Level 4 di Jawa Bali Berkurang Jadi 25 Daerah,"CNN Indonesia | Senin, 30/08/2021 19:32 WIB",https://www.cnnindonesia.com/nasional/20210810152756-20-678794/ppkm-level-4-di-jawa-bali-berkurang-jadi-25-daerah
467,"Mengenal Miokarditis, Efek Samping Langka Vaksin Pfizer","CNN Indonesia | Senin, 30/08/2021 19:12 WIB",https://www.cnnindonesia.com/gaya-hidup/20210830175920-255-687497/mengenal-miokarditis-efek-samping-langka-vaksin-pfizer
468,PPKM Jawa-Bali Diperpanjang hingga 6 September,"CNN Indonesia | Senin, 30/08/2021 19:08 WIB",https://www.cnnindonesia.com/nasional/20210823093405-20-683871/ppkm-jawa-bali-diperpanjang-hingga-6-september
469,"OJK: Restrukturisasi Kredit Rp778,91 T per Juli 2021","CNN Indonesia | Senin, 30/08/2021 19:05 WIB",https://www.cnnindonesia.com/ekonomi/20210830172215-78-687443/ojk-restrukturisasi-kredit-rp77891-t-per-juli-2021
470,"9,2 Juta Vaksin Tiba di Tanah Air Hari Ini","KPC PEN,  CNN Indonesia | Senin, 30/08/2021 18:47 WIB",https://www.cnnindonesia.com/nasional/20210830184109-25-687482/92-juta-vaksin-tiba-di-tanah-air-hari-ini
471,Sri Mulyani Sebut Utang Pemerintah Naik Akibat Covid-19,"CNN Indonesia | Senin, 30/08/2021 18:40 WIB",https://www.cnnindonesia.com/ekonomi/20210830182106-532-687477/sri-mulyani-sebut-utang-pemerintah-naik-akibat-covid-19
472,Toko di AS Minta Warga Tunjukkan Foto Kuda Beli Ivermectin,"CNN Indonesia | Senin, 30/08/2021 18:38 WIB",https://www.cnnindonesia.com/internasional/20210830182330-134-687479/toko-di-as-minta-warga-tunjukkan-foto-kuda-beli-ivermectin
473,Jatim Sumbang Kasus Positif dan Kematian Covid Tertinggi,"CNN Indonesia | Senin, 30/08/2021 18:34 WIB",https://www.cnnindonesia.com/nasional/20210830181330-20-687468/jatim-sumbang-kasus-positif-dan-kematian-covid-tertinggi
474,Bappenas Sebut Target Ekonomi Jangka Menengah Sulit Tercapai,"CNN Indonesia | Senin, 30/08/2021 18:22 WIB",https://www.cnnindonesia.com/ekonomi/20210830153654-532-687385/bappenas-sebut-target-ekonomi-jangka-menengah-sulit-tercapai
475,"Rangkuman Covid: Jokowi Disomasi, Khawatir Klaster Sekolah","CNN Indonesia | Senin, 30/08/2021 18:20 WIB",https://www.cnnindonesia.com/nasional/20210830173059-20-687449/rangkuman-covid-jokowi-disomasi-khawatir-klaster-sekolah
476,VIDEO: Indonesia kedatangan Vaksin Sinovac dan AstraZeneca,"CNN Indonesia TV, CNN Indonesia | Senin, 30/08/2021 18:19 WIB",https://www.cnnindonesia.com/tv/20210830170256-417-687434/video-indonesia-kedatangan-vaksin-sinovac-dan-astrazeneca
477,"Awasi PTM, Pemerintah Dorong Pembentukan Satgas Covid Sekolah","KPCPEN,  CNN Indonesia | Senin, 30/08/2021 18:14 WIB",https://www.cnnindonesia.com/nasional/20210830181159-25-687466/awasi-ptm-pemerintah-dorong-pembentukan-satgas-covid-sekolah
478,VIDEO: Arab Saudi Izinkan Jemaah Umrah Gunakan Sinovac,"CNN Indonesia TV, CNN Indonesia | Senin, 30/08/2021 18:14 WIB",https://www.cnnindonesia.com/tv/20210830181236-405-687467/video-arab-saudi-izinkan-jemaah-umrah-gunakan-sinovac
479,"Demi Ekonomi, Pemkab Bekasi Ubah Satgas Jadi Komite Kebijakan","CNN Indonesia | Senin, 30/08/2021 17:36 WIB",https://www.cnnindonesia.com/nasional/20210830170819-20-687437/demi-ekonomi-pemkab-bekasi-ubah-satgas-jadi-komite-kebijakan
480,PM Baru Malaysia Karantina Usai Kontak dengan Pasien Covid,"CNN Indonesia | Senin, 30/08/2021 17:15 WIB",https://www.cnnindonesia.com/internasional/20210830143117-106-687341/pm-baru-malaysia-karantina-usai-kontak-dengan-pasien-covid
